BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
3.0,0,641,2,276,1,1279.0,0,10125.0,75.0,0.0,83,6,6,1196.0,1977,171500
3.0,1,1016,5,556,2,2668.0,2,13688.0,107.5,415.0,0,5,9,1572.0,2003,412500
2.0,0,152,4,628,1,1208.0,0,6240.0,52.0,0.0,23,5,4,780.0,1925,103000
3.0,1,24,5,1286,2,1310.0,1,8767.0,65.0,0.0,0,5,7,1310.0,2005,164990
4.0,0,0,1,1234,2,2576.0,2,12438.0,82.0,415.0,100,5,8,1234.0,2006,361919
2.0,2,936,5,0,1,936.0,0,7200.0,60.0,180.0,0,5,5,936.0,1980,140000
4.0,0,0,1,806,1,1647.0,3,6858.0,66.0,0.0,66,4,6,806.0,1915,128000
2.0,1,684,5,515,0,1220.0,1,7406.0,64.0,84.0,54,5,7,1199.0,2006,194000
3.0,0,138,3,276,1,882.0,0,7700.0,70.0,0.0,0,5,5,882.0,1972,112500
3.0,0,0,1,630,1,1302.0,0,2016.0,31.5,304.0,0,5,5,630.0,1970,106000
3.0,0,0,1,1424,1,1442.0,0,11851.0,99.0,0.0,34,5,7,1424.0,1990,180500
2.0,0,1153,5,408,2,1561.0,2,7313.0,60.0,246.0,47,5,9,1561.0,2005,277500
2.0,0,866,5,338,1,1204.0,0,4500.0,32.0,320.0,247,5,6,1204.0,1998,162000
3.0,0,141,0,548,1,1378.0,1,9600.0,60.0,0.0,0,9,7,689.0,1928,161000
1.0,1,697,5,151,0,848.0,1,4426.0,69.0,147.0,0,5,6,848.0,2004,149300
3.0,1,1400,5,125,0,1525.0,1,9100.0,70.0,244.0,36,5,7,1525.0,2000,235000
2.0,0,600,0,635,1,1235.0,0,8500.0,85.0,203.0,0,3,5,1235.0,1961,98600
3.0,0,0,1,616,2,1412.0,1,8499.0,73.0,0.0,36,5,6,616.0,2006,156932
6.0,0,0,1,0,1,2240.0,0,7018.0,64.0,0.0,0,5,5,41.125,1979,142953
4.0,0,728,5,367,0,2295.0,1,13346.0,69.0,0.0,40,5,7,1095.0,1992,268000
3.0,1,370,4,315,2,1668.0,1,10635.0,48.0,171.0,262,5,8,1657.0,2003,232000
3.0,1,20,5,1594,0,1614.0,1,11210.0,86.0,240.0,59,5,7,1614.0,2005,221500
2.0,0,329,2,357,1,866.0,1,3880.0,40.0,0.0,42,9,5,686.0,1945,110500
3.0,1,0,1,1494,0,1494.0,1,10652.0,91.0,306.0,33,5,7,1494.0,2006,279500
3.0,0,425,1,291,2,1432.0,1,7795.0,71.0,0.0,51,5,7,716.0,2004,188500
3.0,1,546,5,512,2,1904.0,2,10927.0,74.0,280.0,60,5,8,1058.0,2005,275000
3.0,1,631,2,410,1,1125.0,0,7200.0,72.0,255.0,0,6,6,1041.0,1976,125000
2.0,2,547,5,0,2,1072.0,0,3675.0,35.0,82.0,44,5,6,547.0,2005,140000
2.0,0,379,3,470,2,1867.0,0,10708.0,69.0,0.0,0,5,5,1617.0,1955,190000
3.0,0,156,4,516,1,1482.0,3,12155.0,69.0,0.0,0,8,6,672.0,1925,140000
4.0,1,0,1,1158,0,2376.0,1,14215.0,101.0,380.0,154,5,8,1158.0,2005,325300
3.0,0,0,1,0,1,1048.0,0,7200.0,60.0,0.0,27,5,5,41.125,1950,98300
4.0,2,454,2,410,1,1820.0,1,13700.0,69.0,288.0,84,6,7,864.0,1965,201800
2.0,0,0,1,600,0,1200.0,1,3180.0,31.5,0.0,166,5,7,600.0,2005,151000
3.0,2,0,1,2002,2,2018.0,2,13214.0,89.0,0.0,76,5,9,2002.0,2008,378500
3.0,0,290,4,706,1,996.0,0,13907.0,63.0,0.0,0,6,5,996.0,1940,108000
1.0,1,686,5,162,2,848.0,1,4435.0,37.0,170.0,0,5,6,848.0,2003,136500
3.0,0,0,1,874,2,1761.0,1,10207.0,84.0,0.0,105,6,7,874.0,2007,227875
3.0,0,417,0,640,2,1057.0,0,7420.0,70.0,0.0,0,5,5,1057.0,1962,132000
0.0,1,1153,5,440,2,1593.0,2,4923.0,41.0,0.0,120,5,8,1593.0,2001,286000
3.0,0,641,5,32,1,1382.0,1,2651.0,69.0,0.0,50,5,7,673.0,2000,165000
2.0,3,16,1,1375,1,1391.0,1,4282.0,59.0,0.0,158,5,7,1391.0,2004,196000
2.0,0,650,4,178,1,1363.0,0,14559.0,75.0,70.0,42,7,5,1008.0,1951,164900
3.0,0,0,1,1459,0,1459.0,1,8749.0,70.0,100.0,39,5,7,1459.0,2002,192000
2.0,1,1196,5,298,0,1652.0,2,5330.0,41.0,0.0,48,5,8,1494.0,2000,251000
3.0,2,505,5,0,1,1026.0,0,10970.0,69.0,0.0,0,6,6,940.0,1978,147000
4.0,0,0,1,1240,1,2640.0,1,11700.0,65.0,0.0,0,7,7,1240.0,1880,265979
3.0,0,0,1,798,0,1640.0,1,8366.0,65.0,0.0,45,5,6,798.0,2004,173000
3.0,0,0,1,637,1,1108.0,1,7449.0,57.0,0.0,0,7,7,637.0,1930,139400
2.0,0,0,1,693,1,693.0,3,4118.0,107.5,0.0,20,4,4,693.0,1941,52500
3.0,0,185,3,524,1,1203.0,1,7015.0,69.0,161.0,0,4,5,709.0,1950,110000
3.0,2,1159,0,413,0,1572.0,0,17869.125,50.0,226.0,263,4,5,1572.0,1963,186700
3.0,0,0,1,1560,2,1560.0,1,9196.0,107.5,0.0,150,5,7,1560.0,2003,201000
4.0,0,484,0,495,1,1958.0,0,7136.0,82.0,415.0,0,6,6,979.0,1946,145000
3.0,0,180,0,340,1,894.0,0,7094.0,99.0,0.0,0,5,5,894.0,1966,125000
2.0,0,24,5,1232,2,1269.0,1,3182.0,43.0,16.0,20,5,8,1256.0,2004,192000
3.0,0,0,1,1417,0,1428.0,2,12274.0,91.0,256.0,60,5,7,1417.0,2008,227680
2.0,1,1336,5,596,2,1932.0,2,12444.0,96.0,415.0,66,5,8,1932.0,2008,394617
2.0,0,28,5,1656,0,1684.0,2,8849.0,63.0,415.0,72,5,9,1684.0,2005,266000
4.0,2,1416,2,234,2,2761.375,2,17869.125,47.0,415.0,36,5,8,1650.0,2003,538000
2.0,3,690,2,126,1,816.0,0,8877.0,67.0,0.0,0,6,4,816.0,1938,100000
4.0,0,445,0,479,1,2157.0,1,14200.0,88.0,309.0,66,6,7,924.0,1966,226000
3.0,0,505,5,299,0,1682.0,1,8750.0,70.0,116.0,77,5,6,804.0,1998,200500
2.0,0,0,1,698,1,698.0,0,9405.0,50.0,0.0,200,9,5,698.0,1947,118000
3.0,1,353,4,60,1,1687.0,0,17869.125,69.0,0.0,0,5,5,747.0,1948,160000
3.0,1,0,1,612,0,1224.0,1,3951.0,40.0,76.0,234,5,6,612.0,2009,164500
6.0,0,40,5,1424,1,1728.0,0,10624.0,69.0,84.0,0,4,5,1728.0,1964,119000
3.0,0,0,1,1141,1,1141.0,0,13072.0,63.0,0.0,0,5,6,1141.0,2005,142500
2.0,2,778,5,499,1,1277.0,0,10628.0,85.0,0.0,0,5,7,1277.0,1970,167000
3.0,0,0,1,732,1,1123.0,0,6060.0,50.0,0.0,0,5,4,732.0,1939,100000
4.0,0,1104,2,1420,2,2524.0,1,9600.0,80.0,0.0,120,5,8,2054.125,1981,278000
3.0,0,24,5,1290,0,1314.0,1,9317.0,78.0,0.0,22,5,6,1314.0,2006,176432
4.0,0,622,4,500,1,1981.0,1,7804.0,65.0,0.0,44,3,4,1122.0,1928,135000
2.0,0,167,0,697,1,864.0,0,8172.0,60.0,0.0,0,7,5,864.0,1955,115000
3.0,0,0,1,912,1,1426.0,1,7642.0,55.0,0.0,240,8,7,912.0,1918,189950
2.0,0,0,1,1373,2,1555.0,1,3684.0,53.0,130.0,20,5,7,1373.0,2007,174000
